"","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample20","Sample6","Sample63","Sample7","Sample8","Sample9"
"Ccdc182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccdc183",0,0,0,1.079,0,1.056,1.063,0,0,0,0,1.088,1.078,0,0
"Ccdc184",1111.979,1127.941,463.339,247.687,504.511,272.351,843.464,624.839,1652.79,614.626,725.831,581.722,1110.606,628.101,635.845
"Ccdc185",2.004,0,0,0,0,0,1.007,0,0,0,0,0,0,0,0
"Ccdc187",84.726,49.651,16.201,16.469,30.518,29.273,27.822,22.287,114.543,16.504,78.756,17.133,94.592,24.812,22.402
"Ccdc188",9.417,8.096,2.146,4.974,4.08,0,4.011,3.03,1.009,2.101,1.086,2.386,2.006,0,1.013
"Ccdc190",235.792,246.332,167.679,178.843,249.229,239.527,236.119,183.134,380.531,135.462,278.951,75.779,220.563,185.937,193.032
"Ccdc194",0,0,0,0,1.006,1,0,1.065,0,1,0,0,2.966,2.03,2
"Ccdc195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccdc196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Ccdc200",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ccdc201",1,0,0,0,0,0,0,1,0,1.013,0,0,0,0,0
"Ccdc202",0,0,0,0,0,0,3.002,0,0,0,0,1.004,0,0,0
"Ccdc22",361.631,435.231,329.562,318.967,356.386,243.483,421.676,351.409,321.939,405.626,294.533,239.773,427.972,358.805,391.887
"Ccdc25",391.846,467.636,336.316,638.139,355.746,521.792,483.903,395.129,424.733,457.91,365.542,461.71,415.837,314.475,383.659
"Ccdc27",1.015,0,0,0,0,0,0,0,0,1,2,0,0,1.001,0
"Ccdc3",223.342,215.231,224.971,568.318,212.261,542.784,347.782,254.941,362.757,285.989,271.354,290.109,419.834,115.23,213.183
"Ccdc47",205.076,502.375,191.836,385.847,226.835,176.48,343.056,188.1,179.307,197.338,284.131,257.016,161.766,156.445,174.354
"Ccdc51",65.112,114.046,48.03,73.792,75.922,31.849,71.341,73.143,66.224,73.498,55.163,30.777,86.183,49.139,83.376
"Ccdc54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccdc57",52.802,62.241,49.936,37.248,47.23,34.089,46.327,38.618,44.956,57.114,46.51,38.724,36.777,35.729,25.013
"Ccdc59",229.796,255.722,198.96,334.168,261.572,178.991,224.664,193.374,311.425,274.254,217.367,178.72,267.696,152.547,166.941
"Ccdc65",69.356,157.26,67.77,84.856,90.135,76.311,67.432,101.992,120.693,89.003,55.63,111.988,70.667,72.409,118.819
"Ccdc70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccdc71",720.565,810.252,637.936,653.73,597.798,568.49,774.281,695.752,881.698,619.79,721.78,546.028,837.035,552.755,739.161
"Ccdc71l",1048.124,1316.511,1285.5,1083.147,686.414,489.159,873.58,1286.93,1344.818,896.493,1551.946,567.141,2265.41,913.669,1748.104
"Ccdc78",4.212,6.052,1.001,2.019,7.919,3.004,7.433,4.925,17.432,0,2.01,1.094,4.019,1.538,8.622
"Ccdc85b",4038.255,3920.214,3744.591,4161.964,3226.946,3484.57,3820.63,4499.168,4202.879,4187.241,3697.998,2856.924,5131.802,3162.379,6107.73
"Ccdc85c",4625.106,4710.454,3167.043,2754.314,2579.038,2674.826,3711.005,4332.426,5557.525,3590.563,4566.396,2723.816,5624.145,3735.787,4312.974
"Ccdc86",141.926,172.692,153.915,197.628,141.454,107.807,195.127,155.994,179.523,147.796,165.288,116.54,216.473,133.215,249.817
"Ccdc87",31,57.267,30.326,28.215,28.977,23.674,63.523,35.527,33.008,18.384,28.482,69.356,33,30.376,66.407
"Ccdc89",14.778,13.427,8.674,7.193,10.927,4.771,6.181,10.223,15.452,7.54,16.542,1.142,19.473,8.387,3.527
"Ccdc92b",1053.745,1400.629,754.103,688.588,814.051,507.447,875.33,984.655,1185.18,974.491,931.881,748.037,1423.123,1036.361,1057.217
"Ccdc96",22.859,20.639,28.96,29.075,26.926,26.922,31.604,35.809,71.027,16.148,32.218,35.303,32.94,18.076,38.065
"Ccdc97",1437.067,1616.49,1509.638,1522.005,1210.014,990.518,1672.467,1726.996,1843.186,1604.485,1325.99,1049.302,2010.821,1374.879,1869.485
"Ccer1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccer2",30.802,66.134,21.033,5.891,17.441,16.632,27.947,21.785,69.414,24.442,39.806,23.515,49.841,38.105,28.469
"Ccin",1,0,0,2.007,0,0,0,0,2.003,0,0,0,1.001,0,0
"Cck",6259.274,8182.368,8851.371,8629.322,7190.776,7353.014,8839.305,9541.897,2874.485,10415.517,4850.938,8258.812,8528.242,7253.535,11642.303
"Cckar",4.24,12.433,2.006,0,1,1.008,8.057,8.253,118.907,0,19.934,0,17.557,0,1.003
"Ccl11",2.003,0,0,0,0,0,0,1,0,0,0,2.05,0,1.003,0
"Ccl12",7.897,6.198,10.476,79.671,59.267,5.015,0,1.019,32.611,16.988,17.75,1.09,11.473,8.776,5.542
"Ccl17",0,10.93,0,3.201,1,2.508,0,2.392,2.816,3.002,1.014,5.942,2.013,2.089,2.057
"Ccl19",7.551,16.446,5.584,0,0,1.06,3.332,5.025,2.252,2.264,7.133,0,0,0,0
"Ccl19-ps3",0,0,0,0,0,0,0,0,0,0,0,0,0,2.882,0
"Ccl2",2.011,1,1.002,5.709,15.961,0,0,6.037,1.007,10.512,3.078,0,1.002,3.024,3.011
"Ccl21a",0,1.008,1.659,0,0,2.011,0,0,0,1.246,0,3.013,0,2.412,0
"Ccl21b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl21d",0,0,154.169,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl21f",0,2.011,0,1,3.139,0,0,0,1.002,0,2.035,0,1.001,0,0
"Ccl22",2.002,7.135,0,2.008,0,0,0,0,1,0,4.017,0,1.001,4.04,0
"Ccl26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl28",22.864,28.641,11.38,41.407,22.849,15.278,10.538,27.208,29.006,9.113,20.918,18.589,21.509,17.026,24.191
"Ccl3",5.485,0,7.09,2.033,6.964,1.005,0,2.047,7.06,8.91,13.822,0,0,3.032,5.042
"Ccl4",1,0,2.014,0,11.711,2.018,0,2.959,5.075,2.017,4.027,0,0,2.776,2.02
"Ccl5",0,0,0,3.868,22.279,0,1.005,7.29,4.756,5.979,4.316,0,0,1.011,2.013
"Ccl6",8.963,42.748,62.605,8.473,106.381,23.855,21.029,46.505,62.043,10.049,58.621,14.762,23.602,58.765,63.494
"Ccl7",2.005,1,0,2.076,2.076,0,1.987,0,3.07,0,1.287,1.701,0,0,1
"Ccl8",1.005,1,0,1.333,1.004,0,2.9,2,2.007,2.036,1.002,0,0,0,0
"Ccl9",10.312,11.051,42.849,26.66,60.988,13.999,14.488,24.116,41.638,20.219,60.438,11.51,29.371,25.499,32.539
"Ccn1",86.61,139.529,140.055,518.42,205.313,104.202,115.377,99.523,221.23,209.691,174.265,187.27,175.808,147.584,191.939
"Ccn3",725.173,3522.933,3227.962,3218.886,2325.65,4670.995,4944.022,5679.545,539.845,2062.461,747.832,5835.584,1243.829,2781.106,5713.616
"Ccn5",2.001,6.277,0,2.01,70.919,3.018,0,5.348,74.782,5.964,19.705,5.551,11.455,8.211,17.399
"Ccn6",1,4.959,3.08,0,1,1.052,1.001,2,1,0,0,0,0,0,1
"Ccna1",1,9.233,2.882,2.393,2.374,3.213,2.588,8.676,3.934,0,7.311,6.05,4.667,12.008,7.509
"Ccnb1ip1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccnb2",9.106,1.018,0,5.797,14.829,1.031,2.098,3.001,2.016,2.312,4.081,0,8.087,7.544,8.685
"Ccnd1",906.814,883.698,724.874,2054.149,1479.861,1616.152,1184.118,1191.783,1052.681,712.634,758.016,802.601,843.199,874.283,1152.801
"Ccnf",25.106,55.965,38.186,72.648,55.346,48.323,49.09,56.051,40.377,76.481,52.463,61.298,51.53,54.165,63.346
"Ccng1",795.789,952.015,789.881,1002.307,992.881,1040.439,759.126,821.624,795.587,1183.349,789.862,833.745,1011.413,798.492,900.397
"Ccnjl",157.906,106.124,132.739,102.209,64.062,75.877,107.459,126.371,88.764,115.191,132.774,77.358,218.591,55.177,115.862
"Ccno",40.341,44.743,53.68,18.908,23.068,25.99,52.164,31.954,26.207,29.074,53.754,51.999,73.176,17.727,66.139
"Ccnq",222.937,250.581,209.674,156.179,245.295,165.065,243.11,216.61,309.99,168.412,208.035,224.35,242.83,233.6,298.17
"Ccnq-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccny",2219.422,2584.898,2174.588,4121.315,2027.231,3050.387,2499.952,2526.09,2030.766,2639.689,2104.016,2806.114,3054.729,1903.619,2342.212
"Ccr1",7.357,1.002,2.003,1.523,14.363,0,1.005,1,5.009,2.344,2.783,1.001,2.012,0,5.496
"Ccr10",15.134,24.145,7.726,13.187,1.027,8.52,4.032,10.272,11.944,7.088,13.472,4.011,9.776,7.218,6.019
"Ccr1l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccr4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccr7",0,0,0,0,1.115,1,0,3.952,1.007,0,1,0,2.003,1,1
"Ccr8",0,0,0,0,1.767,0,0,0,0.869,0,0,0,0,0,0
"Ccs",313.58,379.276,300.501,422.542,362.965,258.979,396.69,437.509,457.146,368.393,413.512,326.998,479.208,264.832,456.307
"Cct2",2508.147,2851.219,2633.759,4162.526,2544.706,3055.503,3051.981,2773.839,3502.405,2680.4,2411.909,2641.128,2955.745,2113.53,3030.948
"Cct3-ps1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cct7",4758.714,5182.268,4178.512,7116.941,4252.319,4686.782,5470.376,4686.917,6463.641,4903.541,4137.705,4785.556,5374.434,3615.778,5417.165
"Cct8l1",1,0,0,0,0,1.017,0,0,3,0,0,0,0,0,0
"Cd109",39.324,70.491,96.925,82.187,82.208,111.519,45.895,29.259,147.708,71.69,107.72,18.647,89.923,21.201,58.662
"Cd14",95.913,63.061,76.322,89.969,169.401,35.247,38.945,82.323,133.082,48.285,98.036,24.666,125.96,87.006,109.914
"Cd177",0,0,5.001,1,1,2,0,1.002,2.022,4.009,0,1.055,1.002,1.008,1
"Cd19",0,0,1,0,2.015,0,0,0,0,1,0,0,0,0,0
"Cd2",3.777,0,0,1,0,0,0,0,0,0,0,0,0,1.026,1.017
"Cd200l2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd200r2",0,1.002,0,1,1.003,0,1.003,0,0,0,0,0.991,0,1,0
"Cd207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd209a",1.017,4,1.683,0,1.989,0,0,0,0,1.005,1.003,2.319,6.81,1.024,3.014
"Cd209d",0,0,0,0,0,0,0,0,0,1,0,1.033,0,0,0
"Cd209e",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Cd209g",0,2.249,1.222,0,1,0,0,0,0,1.024,0,0,1,0,0
"Cd248",85.091,104.087,72.131,117.545,77.887,49.021,70.131,108.765,115.439,62.195,161.126,54.204,82.144,55.007,58.924
"Cd274",32.547,29.66,31.686,45.754,72.036,31.031,14.7,32.115,92.443,22.43,43.906,30.689,36.672,23.527,15.919
"Cd28",1,0,0,2.029,4.252,6.059,3.625,2.041,0,1.001,0,1.022,1,0,0
"Cd2ap",193.946,262.822,88.81,126.858,132.875,135.971,147.581,133.325,226.996,137.415,243.618,126.018,208.718,100.529,90.644
"Cd300e",1,3.007,2.607,1.001,2.273,0,1.001,0,1.003,0,7.003,1,8.63,0,0
"Cd300ld",0,1,1.243,0,1.082,0,0,0,2.098,0,4.904,0,2,0,2.207
"Cd300ld3",4.069,0,3.084,2.847,16.87,1.487,0,0,0,0,7.12,3.199,0,0,0
"Cd300ld4",4.509,0,11.344,1.265,0,0,8.712,0,0,0,5.158,0,5.001,8.646,1.798
"Cd300ld5",0,5,0,0,0,1.487,0,4.45,1.012,4.047,0,0,0,0,4.345
"Cd38",130.949,139.697,80.818,40.028,54.453,78.26,56.827,54.099,264.57,45.808,144.836,52.474,144.028,59.76,112.504
"Cd3d",0,0,0,0,0,0,0,1.118,0,0,0,0,0,0,0
"Cd3e",0,2,0,1.002,3.001,0,1,0,0,0,1.001,0,2,0,0
"Cd40lg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cd5",1,0,4,2.311,4.788,3.011,1.568,0,2.019,0,0,1.919,0,1.001,2
"Cd52",47.164,26.006,38.745,60.732,210.529,16.738,10.453,23.263,77.899,21.371,80.818,10.821,28.52,38.633,48.325
"Cd5l",0,0,0,1.006,41.15,0,0,0,15.197,1,13.244,0,2.043,0,3.029
"Cd69",3.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cd7",0,6.751,2.035,10.641,8.965,1.004,3.002,2.006,0,10.911,2.031,8.866,1.068,3.761,0
"Cd70",2.648,2.012,0,1.003,5.979,1.019,1.007,0,4.131,1.022,0,7.09,2.001,0,0
"Cd79a",2.104,1.002,3.02,1.005,6.639,1.001,4.117,5.573,4.657,0,11.652,2,1.302,1.003,2
"Cd80",1.052,13.142,5.896,7.093,3.25,3.124,2.013,3.996,6.023,6.072,6.453,3.021,4.005,7.026,4.028
"Cd83",389.464,586.017,230.965,135.5,204.605,149.898,276.668,172.002,1156.128,225.958,419.565,149.701,406.461,157.608,223.142
"Cd8b1",0,1.193,0,0,1.002,1.001,0,3,0,0,1.007,0,1,0,0
"Cd9",1184.209,904.061,1048.468,3510.54,2729.99,993.077,810.243,992.339,2272.67,736.883,1860.767,465.199,1392.899,1338.487,1571.736
"Cd93",146.646,151.393,53.957,447.654,112.012,72.95,82.002,72.665,158.094,46.002,154.529,38.984,83.626,64.659,51.323
"Cda",38.502,18.979,9.296,17.136,16.759,7.736,23.315,10.322,84.749,17.099,17.502,6.075,27.533,0,5.54
"Cdc20b",0,0,0,0,0,0,1.003,0,2.059,0,0,0,0,1.003,1.001
"Cdc34b",4.075,3.088,0,0,2.005,0,0,1.007,4.063,2.002,5.43,2,9.086,1.001,3.004
"Cdc37l1",1902.057,1762.493,1209.584,1522.476,1263.216,1375.018,1450.865,1291.475,1633.595,1576.404,1596.474,1130.244,2119.017,1206.758,1081.282
"Cdc40",328.399,668.025,589.458,481.636,461.839,558.603,516.595,374.875,308.997,438.186,434.348,465.918,568.742,313.698,452.362
"Cdc42bpb",4344.45,5207.082,3762.011,6646.968,3929.082,4486.011,4886.599,4884.601,5602.264,5261.539,4264.265,4283.01,5372.141,3926.89,4822.089
"Cdc42bpg",255.138,277.796,153.641,121.534,204.297,116.994,190.965,259.279,343.442,146.652,357.96,172.73,396.726,154.587,213.164
"Cdc42ep1",980.649,744.959,417.281,645.817,536.218,394.749,529.437,618.46,947.326,354.202,908.955,253.744,797.982,730.824,520.608
"Cdc42ep2",232.346,208.44,71.046,54.668,122.751,74.466,148.448,97.206,187.11,94.037,208.181,77.555,192.932,123.614,91.106
"Cdc42ep4",1572.29,1431.78,1124.256,1125.737,1404.559,919.28,1194.679,1204.047,2435.436,966.072,1487.009,695.183,1717.836,984.278,1207.211
"Cdc42ep5",7.325,33.693,12.99,7.631,7.641,5.2,5.161,8.591,8.839,5.59,18.927,12.612,13.275,10.829,12.117
"Cdc5lrt1",0,3.131,2.666,0,0,0,1.016,4.725,2.041,2.023,0,0,0,0,0
"Cdc5lrt2-ps",0,0,2.182,0,2.099,0,0,2.768,2.837,0,0,0,0,2.264,2.122
"Cdc5lrt3-ps",0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0
"Cdc5lrt5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdc5lrt7",0,0,0,0,0,0,0,0,0,0,0,0,1.114,0,0
"Cdc5lrt8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdc5lrt9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdcp2",1,0,0,0,0,0,0,0,2.003,0,0,0,0,0,0
"Cdcp3",0,1,0,1.002,1.005,0,1.001,1,5.082,1,2.009,3.563,3.001,0,0
"Cdh11",719.459,1357.664,1007.89,1052.039,991.41,1221.191,934.388,971.524,1019.616,912.071,1002.213,1018.951,1019.584,1043.789,1090.06
"Cdh15",48.26,29.826,17.79,43.733,31.503,35.69,38.132,45.926,82.773,21.958,27.069,38.083,36.992,34.715,38.702
"Cdh16",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cdh19",96.809,97.05,57.882,68.619,80.425,65.168,61.34,48.498,94.058,79.27,122.614,51.877,142.84,71.098,43.221
"Cdh20",663.804,739.301,352.897,146.207,331.321,258.329,410.798,457.666,503.607,363.22,496.493,407.35,499.332,454.369,396.159
"Cdh24",468.821,401.678,309.462,111.645,214.097,86.505,385.01,294.643,526.749,180.773,539.397,69.507,612.677,205.801,231.305
"Cdh3",3.024,4.003,4.043,0,13.256,6.567,5.333,7.026,4.969,12.241,11.205,19.689,28.853,3.001,39.86
"Cdh6",234.466,343.549,169.758,193.792,186.979,159.516,188.591,178.025,407.875,401.695,239.053,162.649,262.888,305.89,141.154
"Cdh9",265.135,216.265,247.711,195.299,171.787,280.486,214.876,222.622,110.537,170.265,204.682,171.82,311.48,73.395,171.42
"Cdhr17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdhr18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdhr2",12.526,3.599,13.43,8.676,2.009,1.046,11.777,8.692,59.868,7.053,4.138,2.51,18.992,3.028,10.194
"Cdipt",3223.116,4190.47,3432.75,3907.14,3548.754,2627.288,4305.189,4411.399,4203.227,4789.495,3343.685,3791.837,4818.55,3202.945,4579.198
"Cdiptos",6.89,4.006,11.027,2.002,4.017,5.931,0,2.022,4.873,4.473,1.015,0,11.526,3,4.044
"Cdk10",716.861,1026.9,692.179,546.741,732.729,498.609,1018.131,847.955,770.392,762.722,650.57,737.254,822.791,759.562,841.851
"Cdk13",1028.319,1134.878,777.318,988.71,716.618,774.95,871.159,973.441,1401.641,912.833,1167.705,695.059,1513.398,787.953,826.503
"Cdk20",147.137,206.887,138.679,159.946,107.842,41.31,126.78,129.575,212.167,150.048,119.117,112.529,134.466,123.444,149.357
"Cdk2ap1rt",9.896,21.681,18.664,5.345,0,19.257,6.574,14.027,39.978,3.328,2.667,3.008,12.102,7.8,23.927
"Cdk3",9.042,7.981,4.467,2,11.663,4.029,0,5.446,4.017,2.003,3.987,1,11.005,5.007,0
"Cdk5r2",14967.795,16620.301,17245.043,12404.957,14790.613,9621.823,17230.621,22164.163,16017.792,25782.827,15895.791,16526.794,23428.815,20483.134,26653.078
"Cdk7",216.44,280.633,219.329,346.153,195.387,200.295,203.869,170.401,291.339,245.876,150.465,209.32,247.657,201.009,160.569
"Cdkl1",202.364,163.536,130.745,78.536,120.146,83.402,193.018,133.235,186.953,135.966,155.035,115.059,171.073,120.582,102.83
"Cdkl4",107.835,328.163,241.993,151.45,165.302,277.877,346.044,312.11,134.635,250.09,122.708,444.182,127.693,238.933,289.57
"Cdkn2a",0,4.851,0,4.935,2.168,0,3.399,3.868,7.799,0,3.018,0,0,5.007,4.022
"Cdkn2aip",208.567,294.884,155.1,216.585,178.74,196.091,176.295,175.958,272.213,205.114,196.462,188.142,251.751,185.122,165.688
"Cdkn2aipnl",892.992,916.629,562.136,1005.169,639.468,831.849,666.346,662.867,958.901,732.997,695.949,658.81,869.215,451.622,709.695
"Cdkn2b",15.388,14.51,5.64,13.677,15.788,7.935,5.637,16.76,39.768,5.096,16.588,4.05,31.896,17.358,24.165
"Cdkn2d",995.554,854.009,872.399,1186.046,906.458,930.731,1263.325,1050.832,1208.056,1102.588,839.389,953.648,1116.175,857.06,1168.697
"Cdnf",11.038,19.35,8.492,14.259,12.264,11.157,14.958,12.575,18.869,16.312,16.089,9.206,14.782,19.715,13.531
"Cdo1",197.196,264.306,161.529,702.992,191.102,331.811,284.341,277.14,380.088,196.291,175.807,249.821,375.941,143.376,251.641
"Cdr2l",967.061,892.728,610.764,416.503,591.63,375.045,698.66,557.038,838.85,607.218,838.694,411.262,1132.518,522.155,514.974
"Cdrt4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cds1",1861.575,2873.483,1581.54,1597.397,1827.754,1277.175,1925.113,2172.552,1514.373,2191.498,1734.602,2112.096,1762.145,2408.744,1878.851
"Cdsn",4.004,18.443,10.148,117.72,30.361,6.882,11.049,15.103,15.78,30.024,4.116,23.003,5.024,15.357,20.702
"Cdt1",32.096,49.25,11.464,84.841,42.783,14.288,18.431,25.133,60,17.651,28.14,15.433,52.343,29.79,32.778
"Cdx1",1.04,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Cdx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdx4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam15",0,0,0,0,0,0,0,0,2.016,0,0,0,0,0,1
"Ceacam16",4.344,3.569,2.136,0,0,2.333,7.533,4.201,14.628,1.059,1.053,2.065,8.971,1.097,5.129
"Ceacam19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam9",0,0,1,0,0,0,2.013,1.005,2.545,1.001,0,0,0,0,2.002
"Cebpb",451.309,450.092,479.324,504.854,362.627,243.095,337.411,304.062,479.28,355.58,794.494,167.357,1046.028,237.62,659.952
"Cebpd",347.013,235.846,409.126,667.663,402.679,172.796,127.125,203.426,495.81,211.517,353.896,48.686,754.894,190.031,420.898
"Cebpe",0,0,0,0,0,0,0,0,0,0,1.002,0,1.01,0,0
"Cel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cela1",30.672,26.724,27.589,58.096,81.157,16.487,26.961,25.881,45.644,34.433,39.437,23.988,58.328,36.973,48.123
"Cela2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cela3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cela3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cenatac",60.992,69.289,46.94,26.304,73.79,11.939,79.705,42.768,26.602,31.689,51.53,26.168,59.078,28.341,25.112
"Cenpb",8757.389,9345.846,7678.16,8809.074,7443.821,5474.77,8086.651,8794.351,8554.659,6656.432,10046.914,5947.555,13706.263,7911.125,11543.218
"Cenph",2.974,2.007,2.006,8.939,3.034,1.002,2.007,1.598,2,2.025,3.003,3.044,3,2.125,1.017
"Cenpn",6.622,7.9,3.002,12.891,13.179,2,12.858,5.015,14.557,3.928,6.213,7.059,7.054,2,10.884
"Cenpt",173.974,233.868,128.265,176.877,140.168,110.878,183.721,167.905,179.206,158.807,105.215,155.486,157.784,188.819,195.513
"Cenpv",196.649,199.06,169.015,124.631,185.142,161.502,209.745,169.825,172.468,154.959,173.009,112.787,179.838,138.088,166.431
"Cenpw",22.918,16.04,13.704,27.228,28.626,21.418,24.311,14.035,13.362,14.558,23.038,15.595,33.099,16.156,20.15
"Cep120",932.087,978.857,683.884,873.894,592.888,696.041,825.215,703.293,1141.968,763.881,777.705,654.178,933.393,647.025,593.978
"Cep126",76.052,84.19,55.253,78.135,63.222,95.681,71.747,108.346,92.992,85.357,68.036,85.488,94,63.75,55.881
"Cep152",29.86,55.277,36.605,41.466,34.683,18.08,31.146,30.579,26.9,30.871,41.212,13.52,56.865,24.06,13.884
"Cep295nl",0,1.025,1.282,2.022,0,1.001,0,2.002,3.054,0,0,3.002,2.742,0,0
"Cep76",55.267,70.41,45.568,91.785,51.741,48.671,46.946,59.887,80.453,53.091,56.234,106.007,84.934,64.663,58.407
"Cep78",89.436,115.152,86.217,127.969,75.884,73.852,97.199,88.488,118.113,97.322,94.547,80.14,136.569,79.525,91.636
"Cep83",345.901,344.745,253.416,382.084,214.882,230.497,253.482,212.354,242.257,331.077,294.546,247.336,357.968,225.39,219.487
"Cer1",0,0,0,1.004,0,0,0,0,1,1,0,0,0,2.01,0
"Ces1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1d",0,2.004,0,0,0,3.719,3.537,2.037,43.046,2,6.317,1,5.793,1.008,0
"Ces1f",0,0,0,0,0,1,0,0,0,2.008,0,0,0,0,0
"Ces1g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.057
"Ces1h",0,0,0,0,0,0,1.002,0,0,0,0,0,0,0,0
"Ces2b",0,2,1,0,2.01,1,3.98,0,0,1,0,1.001,1.073,0,0
"Ces2f",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Ces2h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap119",53.954,73.422,63.419,29.922,75.865,60.357,62.147,70.143,99.652,69.219,64.975,68.769,95.532,41.408,87.224
"Cfap141",0,1.094,1.159,0,0,1.508,1.363,1.278,20.189,0,2.362,2.751,0,0,0
"Cfap157",5.263,7.094,13.004,6.356,2.014,4.118,6.297,3.1,23.135,7.256,7.095,8.474,12.276,11.172,2.006
"Cfap20",445.382,458.907,247.544,451.104,404.074,427.834,459.858,324.316,542.089,436.122,339.887,394.614,438.966,267.213,397.072
"Cfap210",18.176,11.123,13.169,14.299,12.753,12.901,9.87,10.216,28.413,9.166,16.777,11.346,22.246,12.625,19.638
"Cfap276",1.019,7.828,1,3.104,4.299,3.768,7.919,4.061,11.115,4.935,8.165,7.333,4.142,1.069,2.971
"Cfap299",0,5.027,3.25,2.058,1.003,10.513,5.14,2.782,17.588,0,6.202,3.758,6.763,1.008,3.166
"Cfap300",48.115,41.923,29.894,76.975,52.062,84.984,53.79,50.093,66.489,51.271,59.758,45.323,38.444,35.237,51.842
"Cfap47",11.119,18.636,6.167,0,9.809,3.762,13.418,8.308,16.612,3.003,9.88,10.08,13.236,3.178,3.001
"Cfap73",1.834,4.003,4.116,1.858,2.997,9.792,3.258,3.881,28.114,8.614,11.016,2.253,21.341,1.006,5.147
"Cfap77",3.681,2.146,5.029,2.473,9.32,4.286,3.973,5.019,42.066,2.034,15.671,5.523,24.762,5.035,5.145
"Cfap90",94.463,182.874,109.559,129.614,103.815,174.227,153.921,160.992,206.101,114.966,69.876,181.017,107.467,102.633,167.472
"Cfap92",10.241,10.696,5.199,1.005,12.417,3.089,4.296,5.912,10.228,6.725,6.06,4.163,9.619,4.936,9.388
"Cfap95",7.023,8.029,5.075,5.231,10.492,12.797,5.301,8.889,23.058,3.112,11.51,9.503,9.026,2.951,7.038
"Cfap97d2",1.03,7.435,7.314,7.979,4.915,3.287,3.273,10.302,21.824,4.92,14.598,9.525,13.175,4.929,5.074
"Cfap99",11.573,4.891,3.013,0,4.038,1.005,4.002,4.028,11.121,5.853,3.004,5.039,5.892,0,3.024
"Cfc1",0,0,0,0,0,0,0,0,2.852,0,0,0,0,0,1.669
"Cfd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfdp1",929.394,1333.636,751.492,1310.046,802.86,869.696,1311.799,945.432,1290.124,1027.149,735.024,1166.131,1115.069,824.45,1056.674
"Cfhr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
